"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"PLPPR1",0,-0.258109264061304,0.304,0.598,0,"0","PLPPR1"
"SLC2A5",0,-0.274137276891755,0.526,0.784,0,"0","SLC2A5"
"ANLN",0,-0.281210624257316,0.385,0.653,0,"0","ANLN"
"IGFBP3",0,-0.380572192473132,0.405,0.693,0,"0","IGFBP3"
"SPRY1",0,-0.39653966655179,0.503,0.767,0,"0","SPRY1"
"ADAP2",0,-0.432538035397257,0.539,0.811,0,"0","ADAP2"
"FRMD4B",0,-0.468102193194766,0.545,0.807,0,"0","FRMD4B"
"OLIG1",0,-0.507957304184383,0.38,0.651,0,"0","OLIG1"
"IER3",0,-0.549732653629971,0.447,0.713,0,"0","IER3"
"DUSP6",0,-0.627214243717466,0.539,0.848,0,"0","DUSP6"
"TXNIP",0,-0.658889430907848,0.512,0.775,0,"0","TXNIP"
"DAB2",0,-0.678454528682909,0.43,0.719,0,"0","DAB2"
"CCND1",0,-0.795749124321526,0.497,0.777,0,"0","CCND1"
"CENPF",0,-0.853325787129924,0.416,0.67,0,"0","CENPF"
"MFAP4",0,0.336149819195983,0.881,0.625,0,"1","MFAP4"
"CSF1R",0,-0.299904726714603,0.393,0.7,0,"1","CSF1R"
"CEBPD",0,-0.519867848580172,0.502,0.772,0,"1","CEBPD"
"TREM2",0,-0.624878998279143,0.47,0.741,0,"1","TREM2"
"APOE",0,-2.00501546665481,0.548,0.82,0,"1","APOE"
"NKAIN4",0,-0.363456696069368,0.316,0.572,0,"2","NKAIN4"
"ATP1B2",0,-0.470681887411075,0.513,0.768,0,"2","ATP1B2"
"NTM",0,-0.492311184749728,0.425,0.693,0,"2","NTM"
"BEX1",0,-0.716520488061428,0.444,0.71,0,"2","BEX1"
"PAFAH1B3",0,-0.859665532879508,0.483,0.764,0,"2","PAFAH1B3"
"NFIA",0,-0.931125404431576,0.583,0.849,0,"2","NFIA"
"STMN1",0,-1.53791409372676,0.579,0.835,0,"2","STMN1"
"S100B",0,-1.59501955569547,0.623,0.875,0,"2","S100B"
"STMN2",0,0.332415732708745,0.82,0.552,0,"3","STMN2"
"TREM2.1",0,-0.285867589138346,0.927,0.666,0,"3","TREM2"
"DAB2.1",0,-0.298456083061662,0.912,0.625,0,"3","DAB2"
"CP",0,-0.338729843480672,0.947,0.683,0,"3","CP"
"CCL3L1",0,-0.441945947559869,0.915,0.659,0,"3","CCL3L1"
"MT1M",3.04399385025218e-29,-0.320089791591514,0.904,0.631,6.08798770050437e-26,"3","MT1M"
"HIST1H4C",0,2.11130153174002,0.923,0.599,0,"4","HIST1H4C"
"PCLAF",0,2.06068560230723,0.94,0.681,0,"4","PCLAF"
"PCNA",0,1.68707081227717,0.918,0.653,0,"4","PCNA"
"HMGB2",0,1.6691009788682,0.972,0.639,0,"4","HMGB2"
"CLSPN",0,1.42379597297831,0.839,0.588,0,"4","CLSPN"
"TYMS",0,1.40661237821634,0.924,0.617,0,"4","TYMS"
"CENPU",0,1.29987418908415,0.838,0.542,0,"4","CENPU"
"UBE2T",0,1.29528704449883,0.829,0.536,0,"4","UBE2T"
"MCM7",0,1.22406380332878,0.851,0.524,0,"4","MCM7"
"ORC6",0,1.11275767723778,0.843,0.569,0,"4","ORC6"
"EZH2",0,1.10898686337653,0.952,0.649,0,"4","EZH2"
"RRM2",0,1.0803605760085,0.858,0.525,0,"4","RRM2"
"UBE2C",0,0.971372804665719,0.902,0.637,0,"4","UBE2C"
"TMPO",0,0.87366621773479,0.908,0.585,0,"4","TMPO"
"FBXO5",0,0.80460796266336,0.92,0.625,0,"4","FBXO5"
"BEX1.1",0,0.761662637669883,0.926,0.645,0,"4","BEX1"
"DNAJC9",0,0.732669030269358,0.868,0.601,0,"4","DNAJC9"
"DBF4",0,0.71967127128436,0.861,0.567,0,"4","DBF4"
"NCAPG",0,0.717624146837062,0.869,0.575,0,"4","NCAPG"
"CENPH",0,0.647622768564392,0.794,0.515,0,"4","CENPH"
"H2AFX",0,0.62332493784346,0.84,0.569,0,"4","H2AFX"
"LMNB1",0,0.613789232072601,0.864,0.6,0,"4","LMNB1"
"ASRGL1",0,0.610295762079573,0.82,0.547,0,"4","ASRGL1"
"PHF19",0,0.569542887936339,0.952,0.69,0,"4","PHF19"
"FANCI",0,0.539487542326685,0.756,0.494,0,"4","FANCI"
"ASPM",0,0.533442810267465,0.86,0.586,0,"4","ASPM"
"WDR34",0,0.516435701562552,0.843,0.585,0,"4","WDR34"
"NRXN1",0,0.486893788643731,0.939,0.663,0,"4","NRXN1"
"FAM111A",0,0.406347978688466,0.848,0.566,0,"4","FAM111A"
"PKMYT1",0,0.360911813179486,0.746,0.495,0,"4","PKMYT1"
"PLAT",0,0.35166523272073,0.884,0.62,0,"4","PLAT"
"GAS1",0,0.350669886723779,0.889,0.572,0,"4","GAS1"
"OLFM1",0,0.285716187926181,0.753,0.5,0,"4","OLFM1"
"C2orf80",0,0.27634085338535,0.863,0.581,0,"4","C2orf80"
"DAB2.2",0,2.26297480471,0.92,0.631,0,"5","DAB2"
"DUSP1",0,1.92926645591385,0.925,0.666,0,"5","DUSP1"
"MEF2C",0,1.86026929230833,0.893,0.553,0,"5","MEF2C"
"CORO1A",0,1.78728179390552,0.875,0.616,0,"5","CORO1A"
"CTSZ",0,1.61890805818352,0.863,0.544,0,"5","CTSZ"
"MARCH1",0,1.5821963831178,0.903,0.631,0,"5","MARCH1"
"COTL1",0,1.44191440400719,0.881,0.586,0,"5","COTL1"
"FXYD5",0,1.20146830299829,0.783,0.462,0,"5","FXYD5"
"EPB41L3",0,0.912699211951911,0.792,0.541,0,"5","EPB41L3"
"AHNAK",0,-0.255740847771631,0.522,0.846,0,"5","AHNAK"
"CAVIN3",0,-0.257480890123867,0.525,0.88,0,"5","CAVIN3"
"NDP",0,-0.26663463614243,0.294,0.781,0,"5","NDP"
"SORT1",0,-0.267738115514229,0.442,0.705,0,"5","SORT1"
"CA9",0,-0.272077223612381,0.426,0.7,0,"5","CA9"
"ANGPTL2",0,-0.272175157118853,0.259,0.619,0,"5","ANGPTL2"
"OAF",0,-0.278751433421707,0.546,0.807,0,"5","OAF"
"CXCL2",0,-0.280128717094917,0.394,0.821,0,"5","CXCL2"
"EPHA4",0,-0.283606669714472,0.313,0.706,0,"5","EPHA4"
"SFRP4",0,-0.283973841363424,0.52,0.776,0,"5","SFRP4"
"NPTX1",0,-0.285512634030542,0.376,0.794,0,"5","NPTX1"
"OLFM2",0,-0.286360551956114,0.375,0.632,0,"5","OLFM2"
"RGS3",0,-0.287127398313615,0.525,0.784,0,"5","RGS3"
"CLDN5",0,-0.287259987125435,0.191,0.684,0,"5","CLDN5"
"ACTA2",0,-0.290674747282843,0.47,0.736,0,"5","ACTA2"
"ADGRL2",0,-0.291746563086423,0.309,0.839,0,"5","ADGRL2"
"NNAT",0,-0.292312501951183,0.254,0.601,0,"5","NNAT"
"ARSJ",0,-0.293564005181535,0.481,0.784,0,"5","ARSJ"
"MYBPC1",0,-0.294576816664754,0.288,0.758,0,"5","MYBPC1"
"ADAM12",0,-0.294852380803188,0.496,0.83,0,"5","ADAM12"
"HAPLN1",0,-0.298288492967698,0.422,0.811,0,"5","HAPLN1"
"AC009041.2",0,-0.298357864974634,0.269,0.613,0,"5","AC009041.2"
"PEG3",0,-0.302783344079778,0.357,0.63,0,"5","PEG3"
"GRB10",0,-0.304719975841401,0.425,0.689,0,"5","GRB10"
"GAS1.1",0,-0.310453256389812,0.337,0.634,0,"5","GAS1"
"F2R",0,-0.311487905163344,0.267,0.66,0,"5","F2R"
"DPYSL5",0,-0.315414796965859,0.311,0.698,0,"5","DPYSL5"
"SERPINE1",0,-0.320718803197653,0.336,0.76,0,"5","SERPINE1"
"BBOX1",0,-0.326359590041731,0.308,0.766,0,"5","BBOX1"
"HP",0,-0.330663815196175,0.577,0.845,0,"5","HP"
"VCAN",0,-0.335734733480589,0.664,0.937,0,"5","VCAN"
"FABP3",0,-0.338528923188013,0.549,0.87,0,"5","FABP3"
"MYL9",0,-0.345789265140412,0.52,0.809,0,"5","MYL9"
"CSF1",0,-0.352348180630037,0.497,0.803,0,"5","CSF1"
"BGN",0,-0.363049497820346,0.464,0.734,0,"5","BGN"
"XAF1",0,-0.371302147507106,0.559,0.883,0,"5","XAF1"
"LZTS1",0,-0.373995737737953,0.561,0.811,0,"5","LZTS1"
"CALCRL",0,-0.375059049853681,0.361,0.673,0,"5","CALCRL"
"IL33",0,-0.384836260545497,0.434,0.837,0,"5","IL33"
"MFSD2A",0,-0.388199363954343,0.455,0.772,0,"5","MFSD2A"
"BAALC-AS1",0,-0.388810492900807,0.578,0.839,0,"5","BAALC-AS1"
"CPD",0,-0.389750191638456,0.389,0.794,0,"5","CPD"
"ATP1B1",0,-0.397857192587756,0.407,0.699,0,"5","ATP1B1"
"RDH10",0,-0.401318930284535,0.554,0.819,0,"5","RDH10"
"BIRC3",0,-0.403814357221984,0.443,0.779,0,"5","BIRC3"
"APOL2",0,-0.406867133161363,0.549,0.82,0,"5","APOL2"
"MFGE8",0,-0.409843290179796,0.415,0.682,0,"5","MFGE8"
"UGT8",0,-0.4107545668177,0.209,0.598,0,"5","UGT8"
"DCX",0,-0.413854843843003,0.267,0.6,0,"5","DCX"
"NFASC",0,-0.417037144775299,0.375,0.659,0,"5","NFASC"
"PBK",0,-0.421724439972882,0.444,0.722,0,"5","PBK"
"SLC12A2",0,-0.431377212365916,0.505,0.758,0,"5","SLC12A2"
"JAG1",0,-0.432498015508813,0.481,0.825,0,"5","JAG1"
"MDFI",0,-0.440696811644003,0.218,0.751,0,"5","MDFI"
"AC004158.1",0,-0.445897795496213,0.395,0.689,0,"5","AC004158.1"
"PALM2-AKAP2",0,-0.450440598549248,0.488,0.851,0,"5","PALM2-AKAP2"
"ZBTB16",0,-0.452496601920863,0.421,0.817,0,"5","ZBTB16"
"DDX39A",0,-0.464388723623478,0.546,0.82,0,"5","DDX39A"
"ENC1",0,-0.466017900849836,0.45,0.79,0,"5","ENC1"
"PRSS23",0,-0.467889750179968,0.54,0.809,0,"5","PRSS23"
"DCLK1",0,-0.469637334122557,0.559,0.813,0,"5","DCLK1"
"RGS17",0,-0.47100828846773,0.429,0.741,0,"5","RGS17"
"EDNRB",0,-0.476077912246693,0.549,0.866,0,"5","EDNRB"
"CXCL11",0,-0.479031277148058,0.554,0.855,0,"5","CXCL11"
"DCBLD2",0,-0.48133974300122,0.526,0.874,0,"5","DCBLD2"
"METRN",0,-0.482863536440168,0.365,0.635,0,"5","METRN"
"IFI27",0,-0.48447120705121,0.461,0.854,0,"5","IFI27"
"ABCC3",0,-0.489725648089543,0.524,0.88,0,"5","ABCC3"
"AL390755.1",0,-0.491348776207146,0.508,0.808,0,"5","AL390755.1"
"DNER",0,-0.496181627106527,0.301,0.666,0,"5","DNER"
"WARS",0,-0.499121318710887,0.569,0.838,0,"5","WARS"
"CRISPLD1",0,-0.499352085707093,0.417,0.77,0,"5","CRISPLD1"
"MAOB",0,-0.501379388471184,0.512,0.824,0,"5","MAOB"
"IRF1",0,-0.503930468165565,0.449,0.737,0,"5","IRF1"
"RGMA",0,-0.51041771907931,0.431,0.762,0,"5","RGMA"
"ERMN",0,-0.510804689500219,0.353,0.625,0,"5","ERMN"
"CDC42EP4",0,-0.518273925367319,0.467,0.78,0,"5","CDC42EP4"
"HES1",0,-0.521259116891751,0.401,0.761,0,"5","HES1"
"LHFPL6",0,-0.521843662485933,0.529,0.8,0,"5","LHFPL6"
"TIPARP",0,-0.526390547915004,0.566,0.9,0,"5","TIPARP"
"CD82",0,-0.53018641539019,0.457,0.779,0,"5","CD82"
"SERPINH1",0,-0.530484347552361,0.547,0.866,0,"5","SERPINH1"
"OLIG1.1",0,-0.543596464144388,0.371,0.621,0,"5","OLIG1"
"MT1M.1",0,-0.556243803389745,0.389,0.694,0,"5","MT1M"
"CITED1",0,-0.560947649824939,0.481,0.739,0,"5","CITED1"
"SOCS2",0,-0.561279177338217,0.509,0.77,0,"5","SOCS2"
"SLC44A1",0,-0.567406590605316,0.378,0.703,0,"5","SLC44A1"
"SERPING1",0,-0.570632474096427,0.444,0.861,0,"5","SERPING1"
"LRATD1",0,-0.571874063854684,0.56,0.819,0,"5","LRATD1"
"CHN1",0,-0.575273518320066,0.443,0.774,0,"5","CHN1"
"TPD52L1",0,-0.587846566610146,0.551,0.885,0,"5","TPD52L1"
"COL9A3",0,-0.589845738977163,0.376,0.711,0,"5","COL9A3"
"FAM20C",0,-0.592170830932989,0.474,0.849,0,"5","FAM20C"
"ARHGAP29",0,-0.597063141452006,0.556,0.87,0,"5","ARHGAP29"
"THSD7A",0,-0.597861297951032,0.245,0.789,0,"5","THSD7A"
"HRH1",0,-0.598845523025777,0.511,0.874,0,"5","HRH1"
"SEMA6D",0,-0.599673032497195,0.521,0.863,0,"5","SEMA6D"
"PSAT1",0,-0.602636922423981,0.399,0.662,0,"5","PSAT1"
"GPR37",0,-0.610584807538723,0.572,0.836,0,"5","GPR37"
"SLC1A2",0,-0.617562865462266,0.524,0.781,0,"5","SLC1A2"
"CA12",0,-0.622166362939027,0.456,0.785,0,"5","CA12"
"MYLK",0,-0.622368261462161,0.523,0.839,0,"5","MYLK"
"GATM",0,-0.629657340509598,0.601,0.884,0,"5","GATM"
"KCNE4",0,-0.629944843511595,0.537,0.837,0,"5","KCNE4"
"CAVIN1",0,-0.633647330213814,0.558,0.859,0,"5","CAVIN1"
"EGLN3",0,-0.638390689360381,0.554,0.825,0,"5","EGLN3"
"LMNA",0,-0.641239809749636,0.602,0.875,0,"5","LMNA"
"LGALS3BP",0,-0.642615503804731,0.421,0.772,0,"5","LGALS3BP"
"CXCL14",0,-0.644501019358797,0.521,0.788,0,"5","CXCL14"
"TENT5A",0,-0.645501353125652,0.533,0.873,0,"5","TENT5A"
"S100A13",0,-0.647282350290067,0.494,0.87,0,"5","S100A13"
"CDH11",0,-0.649966863042153,0.528,0.793,0,"5","CDH11"
"SPOCD1",0,-0.651458316201417,0.456,0.855,0,"5","SPOCD1"
"C1S",0,-0.657125005923688,0.448,0.859,0,"5","C1S"
"COL6A2",0,-0.65989110185209,0.49,0.742,0,"5","COL6A2"
"CHPF",0,-0.667686413588503,0.489,0.766,0,"5","CHPF"
"DOK5",0,-0.674760947481594,0.523,0.841,0,"5","DOK5"
"SEMA5A",0,-0.680433260835967,0.441,0.742,0,"5","SEMA5A"
"LTF",0,-0.683705605403154,0.586,0.862,0,"5","LTF"
"MEST",0,-0.686674959013267,0.402,0.688,0,"5","MEST"
"GJA1",0,-0.689710129312129,0.56,0.87,0,"5","GJA1"
"AK4",0,-0.698170214736402,0.567,0.832,0,"5","AK4"
"TNFAIP6",0,-0.712727422724391,0.537,0.852,0,"5","TNFAIP6"
"NREP",0,-0.715647206729711,0.415,0.76,0,"5","NREP"
"EPAS1",0,-0.729268352154433,0.469,0.791,0,"5","EPAS1"
"NRXN1.1",0,-0.729556685151065,0.32,0.733,0,"5","NRXN1"
"APLP1",0,-0.732094857321356,0.382,0.641,0,"5","APLP1"
"MGST1",0,-0.740371111238093,0.502,0.796,0,"5","MGST1"
"RASD1",0,-0.746065384801566,0.419,0.826,0,"5","RASD1"
"PLPP3",0,-0.750387330858284,0.404,0.731,0,"5","PLPP3"
"PCOLCE",0,-0.75310048289293,0.592,0.881,0,"5","PCOLCE"
"PPFIBP1",0,-0.753160309844077,0.586,0.862,0,"5","PPFIBP1"
"HMGCS1",0,-0.755527063914349,0.487,0.775,0,"5","HMGCS1"
"PDGFRA",0,-0.756056228813732,0.458,0.818,0,"5","PDGFRA"
"CNR1",0,-0.765120419587677,0.547,0.864,0,"5","CNR1"
"TFPI",0,-0.777569093509166,0.241,0.855,0,"5","TFPI"
"CXCL10",0,-0.781864189978546,0.568,0.854,0,"5","CXCL10"
"ATP1B2.1",0,-0.784828344947106,0.404,0.77,0,"5","ATP1B2"
"FLNA",0,-0.784986605464196,0.479,0.872,0,"5","FLNA"
"ADAMTS9",0,-0.787829184760861,0.574,0.886,0,"5","ADAMTS9"
"MEG8",0,-0.791645772658399,0.546,0.886,0,"5","MEG8"
"COL4A1",0,-0.79376546204941,0.612,0.898,0,"5","COL4A1"
"SCG3",0,-0.796019483931024,0.435,0.739,0,"5","SCG3"
"CHI3L2",0,-0.796277836290859,0.567,0.86,0,"5","CHI3L2"
"SPOCK1",0,-0.801215168997558,0.564,0.87,0,"5","SPOCK1"
"PRRX1",0,-0.807822352096714,0.48,0.864,0,"5","PRRX1"
"CNP",0,-0.809107356322774,0.463,0.714,0,"5","CNP"
"FBXO32",0,-0.811762126651264,0.611,0.864,0,"5","FBXO32"
"GBP1",0,-0.812853014217497,0.595,0.886,0,"5","GBP1"
"SLC38A1",0,-0.813586802357334,0.568,0.82,0,"5","SLC38A1"
"COL5A2",0,-0.815779681937958,0.576,0.899,0,"5","COL5A2"
"TNFRSF12A",0,-0.825105802403183,0.647,0.909,0,"5","TNFRSF12A"
"SCD",0,-0.827313968132036,0.551,0.888,0,"5","SCD"
"COL1A2",0,-0.830263199381185,0.578,0.892,0,"5","COL1A2"
"CDK6",0,-0.853896235260294,0.585,0.87,0,"5","CDK6"
"C21orf62",0,-0.857297262696011,0.488,0.877,0,"5","C21orf62"
"BEX1.2",0,-0.86618808124178,0.413,0.703,0,"5","BEX1"
"AHCYL1",0,-0.867927760506038,0.554,0.88,0,"5","AHCYL1"
"WWTR1",0,-0.872643692558349,0.648,0.917,0,"5","WWTR1"
"FIBIN",0,-0.875035222386168,0.525,0.822,0,"5","FIBIN"
"DCN",0,-0.875935142155023,0.607,0.88,0,"5","DCN"
"CCND2",0,-0.879399883597473,0.484,0.785,0,"5","CCND2"
"POSTN",0,-0.892077301885483,0.568,0.831,0,"5","POSTN"
"TSHZ2",0,-0.894090529772244,0.616,0.888,0,"5","TSHZ2"
"TM4SF1",0,-0.895016653917251,0.532,0.808,0,"5","TM4SF1"
"LOX",0,-0.899933626684544,0.572,0.876,0,"5","LOX"
"RFX4",0,-0.905697374874915,0.454,0.823,0,"5","RFX4"
"UCHL1",0,-0.906551661641977,0.355,0.723,0,"5","UCHL1"
"SOX9",0,-0.909677973737994,0.434,0.84,0,"5","SOX9"
"TAGLN",0,-0.910292232872412,0.542,0.849,0,"5","TAGLN"
"STK17A",0,-0.916269751321575,0.504,0.91,0,"5","STK17A"
"RBP1",0,-0.917220290817766,0.384,0.729,0,"5","RBP1"
"PFN2",0,-0.945155055775994,0.522,0.791,0,"5","PFN2"
"TIMP4",0,-0.948427924451529,0.567,0.87,0,"5","TIMP4"
"CLDND1",0,-0.949824125151549,0.506,0.87,0,"5","CLDND1"
"TTLL7",0,-0.955588521188845,0.5,0.824,0,"5","TTLL7"
"PLOD2",0,-0.969461262989086,0.517,0.875,0,"5","PLOD2"
"RNF19A",0,-0.981587673813017,0.62,0.907,0,"5","RNF19A"
"WLS",0,-0.981960577737897,0.491,0.872,0,"5","WLS"
"CRIP2",0,-0.983200592729399,0.556,0.859,0,"5","CRIP2"
"BSG",0,-0.987599594495655,0.642,0.922,0,"5","BSG"
"ACTN1",0,-0.998764550654704,0.664,0.93,0,"5","ACTN1"
"ETV1",0,-1.00107168687112,0.494,0.754,0,"5","ETV1"
"TSC22D4",0,-1.0040490933052,0.539,0.797,0,"5","TSC22D4"
"TMEM158",0,-1.02743262029121,0.572,0.895,0,"5","TMEM158"
"DTNA",0,-1.04241748245939,0.555,0.87,0,"5","DTNA"
"SOX11",0,-1.05723597038458,0.445,0.753,0,"5","SOX11"
"HEY1",0,-1.07457622236868,0.505,0.806,0,"5","HEY1"
"PHLDA1",0,-1.0830751448211,0.421,0.852,0,"5","PHLDA1"
"SCD5",0,-1.08578172523583,0.427,0.807,0,"5","SCD5"
"NFIA.1",0,-1.08795199488007,0.588,0.838,0,"5","NFIA"
"SLN",0,-1.09332066649161,0.593,0.892,0,"5","SLN"
"THY1",0,-1.09979512292282,0.573,0.844,0,"5","THY1"
"GADD45A",0,-1.11400772520603,0.576,0.843,0,"5","GADD45A"
"PSRC1",0,-1.11812643362855,0.447,0.909,0,"5","PSRC1"
"CPE",0,-1.13841123754051,0.478,0.845,0,"5","CPE"
"MLLT11",0,-1.14256054401177,0.483,0.805,0,"5","MLLT11"
"TSC22D1",0,-1.15386617670111,0.362,0.783,0,"5","TSC22D1"
"SERPINE2",0,-1.15516369509398,0.516,0.825,0,"5","SERPINE2"
"TIMP3",0,-1.18805467748369,0.525,0.883,0,"5","TIMP3"
"PDLIM4",0,-1.18896752794873,0.538,0.94,0,"5","PDLIM4"
"PGM2L1",0,-1.19037729031784,0.566,0.909,0,"5","PGM2L1"
"CALU",0,-1.19180431809032,0.665,0.944,0,"5","CALU"
"CAMK2N1",0,-1.19549894674911,0.6,0.867,0,"5","CAMK2N1"
"TUBB2A",0,-1.21724465392885,0.522,0.873,0,"5","TUBB2A"
"STMN1.1",0,-1.22822261464957,0.545,0.828,0,"5","STMN1"
"C1R",0,-1.2332138715175,0.599,0.913,0,"5","C1R"
"CCDC80",0,-1.24232326456881,0.622,0.916,0,"5","CCDC80"
"FN1",0,-1.25115496287869,0.604,0.936,0,"5","FN1"
"EGFR",0,-1.27529165381065,0.543,0.865,0,"5","EGFR"
"PMP22",0,-1.27745203460502,0.695,0.957,0,"5","PMP22"
"F3",0,-1.28262779223353,0.591,0.918,0,"5","F3"
"NPTX2",0,-1.28483615954917,0.638,0.91,0,"5","NPTX2"
"SRPX",0,-1.29043889004295,0.596,0.916,0,"5","SRPX"
"PCSK1N",0,-1.29233321096233,0.596,0.894,0,"5","PCSK1N"
"CCN1",0,-1.29579154534948,0.543,0.866,0,"5","CCN1"
"SOX4",0,-1.29579622389265,0.421,0.739,0,"5","SOX4"
"EMP1",0,-1.30186408843503,0.56,0.935,0,"5","EMP1"
"TUBB3",0,-1.31058110057084,0.427,0.836,0,"5","TUBB3"
"PON2",0,-1.31541236818551,0.636,0.939,0,"5","PON2"
"RCAN1",0,-1.32968242635439,0.581,0.891,0,"5","RCAN1"
"PEG10",0,-1.32972392932461,0.484,0.813,0,"5","PEG10"
"AEBP1",0,-1.34579755288278,0.607,0.938,0,"5","AEBP1"
"MGP",0,-1.37541125244788,0.568,0.912,0,"5","MGP"
"BCAN",0,-1.44068821830219,0.39,0.814,0,"5","BCAN"
"SERPINA3",0,-1.45321056758021,0.584,0.857,0,"5","SERPINA3"
"MDK",0,-1.46519817176888,0.563,0.878,0,"5","MDK"
"SOX2-OT",0,-1.47263126925424,0.376,0.796,0,"5","SOX2-OT"
"IGFBP2",0,-1.47587243492569,0.553,0.877,0,"5","IGFBP2"
"ITM2C",0,-1.54510745252756,0.554,0.888,0,"5","ITM2C"
"FXYD6",0,-1.57409045069245,0.451,0.895,0,"5","FXYD6"
"BAALC",0,-1.60051555770172,0.599,0.922,0,"5","BAALC"
"VEGFA",0,-1.60901085198986,0.647,0.912,0,"5","VEGFA"
"HILPDA",0,-1.61248522191032,0.648,0.931,0,"5","HILPDA"
"NNMT",0,-1.65386708759082,0.604,0.93,0,"5","NNMT"
"SPARC",0,-1.68161283448327,0.619,0.943,0,"5","SPARC"
"CAV1",0,-1.70244735680964,0.613,0.93,0,"5","CAV1"
"COL6A1",0,-1.75623774868697,0.631,0.942,0,"5","COL6A1"
"S100A16",0,-1.77375995875334,0.62,0.942,0,"5","S100A16"
"PCDH9",0,-1.8178521381267,0.477,0.914,0,"5","PCDH9"
"AQP4",0,-1.82092106618304,0.568,0.927,0,"5","AQP4"
"TNC",0,-1.82182744452818,0.592,0.952,0,"5","TNC"
"CSRP2",0,-1.9556306607794,0.623,0.944,0,"5","CSRP2"
"RAMP1",0,-2.01345485181325,0.475,0.947,0,"5","RAMP1"
"C1orf61",0,-2.01966805936124,0.556,0.88,0,"5","C1orf61"
"TCIM",0,-2.04286542474854,0.599,0.932,0,"5","TCIM"
"SCG2",0,-2.04636842841797,0.561,0.94,0,"5","SCG2"
"AKAP12",0,-2.16230212668636,0.55,0.883,0,"5","AKAP12"
"HOPX",0,-2.17486251984437,0.661,0.958,0,"5","HOPX"
"ID1",0,-2.21877213971692,0.651,0.915,0,"5","ID1"
"CKB",0,-2.28354073436953,0.533,0.928,0,"5","CKB"
"IGFBP7",0,-2.32338763243791,0.697,0.955,0,"5","IGFBP7"
"MARCKSL1",0,-2.35105408737152,0.524,0.935,0,"5","MARCKSL1"
"PMP2",0,-2.46368632755692,0.637,0.955,0,"5","PMP2"
"TUBB2B",0,-2.54980263622659,0.542,0.944,0,"5","TUBB2B"
"SCRG1",0,-2.57134676158173,0.58,0.952,0,"5","SCRG1"
"MEG3",0,-2.71779891807393,0.613,0.97,0,"5","MEG3"
"CNN3",0,-2.78282885687737,0.621,0.985,0,"5","CNN3"
"GAP43",0,-2.98251621249461,0.717,0.986,0,"5","GAP43"
"ID3",0,-2.9865306564127,0.689,0.961,0,"5","ID3"
"FABP7",0,-3.53102536341547,0.712,0.987,0,"5","FABP7"
"PTN",0,-3.58792343681979,0.552,0.983,0,"5","PTN"
"SPARCL1",0,-3.72525815924051,0.738,0.994,0,"5","SPARCL1"
"PTPRZ1",0,-3.85729039944121,0.576,0.99,0,"5","PTPRZ1"
"SOX8",5.02048630883959e-303,-0.345939299688979,0.265,0.596,1.00409726176792e-299,"5","SOX8"
"NT5E",1.01123891059153e-268,-0.253960116101938,0.291,0.599,2.02247782118306e-265,"5","NT5E"
"PDLIM3",2.12307173300076e-250,-0.296239799925348,0.352,0.605,4.24614346600152e-247,"5","PDLIM3"
"TNR",1.91452956330473e-248,-0.272965768403471,0.291,0.601,3.82905912660946e-245,"5","TNR"
"AMER2",7.20026717027169e-246,-0.31056673874834,0.235,0.587,1.44005343405434e-242,"5","AMER2"
"TMEM98",1.86694264870308e-235,-0.305177572223084,0.203,0.564,3.73388529740616e-232,"5","TMEM98"
"IRS2",3.13276159439072e-233,-0.27946535960766,0.587,0.851,6.26552318878143e-230,"5","IRS2"
"PLP1",4.79340168155583e-218,-1.63460862392604,0.327,0.588,9.58680336311166e-215,"5","PLP1"
"ATCAY",4.22952145689204e-179,-0.297652450572246,0.124,0.538,8.45904291378408e-176,"5","ATCAY"
"RAPGEF5",5.81075293478363e-164,-0.278769711847449,0.174,0.554,1.16215058695673e-160,"5","RAPGEF5"
"MEX3A",8.37026998566067e-163,-0.356666550553469,0.266,0.567,1.67405399713213e-159,"5","MEX3A"
"ANKS1B",2.65287114208546e-115,-0.272085895466148,0.109,0.519,5.30574228417092e-112,"5","ANKS1B"
"EDIL3",5.18398761128065e-114,-0.290347170431247,0.248,0.524,1.03679752225613e-110,"5","EDIL3"
"ASCL1",7.46824545874758e-113,-0.293091478892989,0.127,0.514,1.49364909174952e-109,"5","ASCL1"
