"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"CHI3L2.1",8.86947242465911e-226,-0.72172693511452,0.403,0.84,1.77389448493182e-222,"9","CHI3L2"
"VSIG4",2.61614962109281e-224,-0.638332906496258,0.243,0.754,5.23229924218563e-221,"9","VSIG4"
"PKIB",1.5108250991071e-222,-0.691978016567419,0.403,0.798,3.02165019821421e-219,"9","PKIB"
"FN1.1",1.63288770584395e-222,-1.34788829152517,0.568,0.91,3.26577541168791e-219,"9","FN1"
"PARP14",4.67726222181962e-221,-0.382743404899856,0.347,0.854,9.35452444363924e-218,"9","PARP14"
"VAMP8",7.39808776886664e-221,-0.778089355631402,0.318,0.825,1.47961755377333e-217,"9","VAMP8"
"MGP.1",7.68962871529178e-221,-0.730078754211029,0.506,0.886,1.53792574305836e-217,"9","MGP"
"GYPC",2.9897728511947e-220,-0.408028110334736,0.385,0.836,5.97954570238941e-217,"9","GYPC"
"EGLN3.1",4.4619838915023e-218,-0.555043511120868,0.413,0.806,8.9239677830046e-215,"9","EGLN3"
"AQP4.1",5.75816441300274e-213,-1.17885104627292,0.475,0.9,1.15163288260055e-209,"9","AQP4"
"COL1A2.1",1.16932762115674e-212,-0.439887357088959,0.426,0.87,2.33865524231347e-209,"9","COL1A2"
"HLA-E.1",2.83247990431546e-210,-0.980080720358581,0.489,0.884,5.66495980863092e-207,"9","HLA-E"
"MS4A7",2.18207712299215e-209,-0.680641317934617,0.364,0.826,4.3641542459843e-206,"9","MS4A7"
"IFI44L",1.66411213466659e-204,-0.406581538986005,0.409,0.778,3.32822426933318e-201,"9","IFI44L"
"CD93",3.40951469964587e-204,-0.313586668084396,0.306,0.788,6.81902939929174e-201,"9","CD93"
"GLIPR1",3.93106713262437e-204,-0.319574619734876,0.444,0.858,7.86213426524874e-201,"9","GLIPR1"
"ANGPTL4",1.04945837351403e-203,-0.778166411269606,0.466,0.86,2.09891674702807e-200,"9","ANGPTL4"
"FCER1G",1.01978712405057e-202,-1.29493879503982,0.414,0.873,2.03957424810114e-199,"9","FCER1G"
"MNDA.1",4.52877181374969e-202,-0.501432572470452,0.35,0.825,9.05754362749938e-199,"9","MNDA"
"CD163",1.48851500730725e-201,-0.814405761068125,0.364,0.818,2.97703001461449e-198,"9","CD163"
"CXCL8.1",5.44089483295675e-201,-0.802211777304649,0.447,0.848,1.08817896659135e-197,"9","CXCL8"
"S100A8",2.378568555946e-200,-0.589489493477443,0.365,0.861,4.75713711189199e-197,"9","S100A8"
"MS4A4A",1.08063361983249e-199,-0.396373946040935,0.375,0.83,2.16126723966499e-196,"9","MS4A4A"
"CYBA",6.96696775333119e-198,-1.25683767742372,0.411,0.847,1.39339355066624e-194,"9","CYBA"
"IFI27.1",8.25730625698611e-198,-0.631847960564266,0.467,0.822,1.65146125139722e-194,"9","IFI27"
"CD14",1.76305882090113e-197,-1.04294665108796,0.465,0.861,3.52611764180225e-194,"9","CD14"
"MAP7",3.24342493393348e-196,-0.268849284233892,0.342,0.75,6.48684986786695e-193,"9","MAP7"
"ALOX5AP",5.99203716141086e-192,-0.957509888623669,0.374,0.832,1.19840743228217e-188,"9","ALOX5AP"
"SLC39A14",8.91129177872284e-191,-0.30821336653894,0.31,0.761,1.78225835574457e-187,"9","SLC39A14"
"CP.2",2.94891406523104e-190,-0.514175412921384,0.255,0.725,5.89782813046209e-187,"9","CP"
"PLAUR",1.89986286322802e-189,-0.349017171140728,0.337,0.804,3.79972572645604e-186,"9","PLAUR"
"TAGLN.1",1.7757764157766e-187,-0.708569551198419,0.387,0.828,3.55155283155321e-184,"9","TAGLN"
"FCGR1A.1",6.36749434109783e-184,-0.382335683953757,0.374,0.813,1.27349886821957e-180,"9","FCGR1A"
"CXCL10.1",7.79047459654757e-183,-0.78474517496891,0.497,0.833,1.55809491930951e-179,"9","CXCL10"
"SERPINB1",4.33624583612405e-181,-0.368121419581867,0.281,0.779,8.6724916722481e-178,"9","SERPINB1"
"TFPI.1",2.43931648881466e-180,-0.563405588509128,0.487,0.8,4.87863297762933e-177,"9","TFPI"
"CTSL",8.10508949271186e-176,-0.621420010634069,0.394,0.825,1.62101789854237e-172,"9","CTSL"
"ARPC1B",4.10607198660111e-175,-0.815211063456824,0.408,0.867,8.21214397320223e-172,"9","ARPC1B"
"NUPR1",1.2762282784129e-174,-0.896674707297135,0.592,0.907,2.55245655682581e-171,"9","NUPR1"
"HLA-B",4.45579499575402e-173,-1.23641602003828,0.654,0.934,8.91158999150803e-170,"9","HLA-B"
"C1QC",5.94378552095883e-173,-1.3264742137542,0.467,0.859,1.18875710419177e-169,"9","C1QC"
"HP.1",4.49435056500281e-172,-0.278558586766996,0.533,0.825,8.98870113000563e-169,"9","HP"
"HLA-DPA1",6.14193370793564e-172,-0.83523086698748,0.476,0.848,1.22838674158713e-168,"9","HLA-DPA1"
"CYTL1.1",6.78486061347848e-170,-0.294506841961096,0.473,0.816,1.3569721226957e-166,"9","CYTL1"
"PLAAT4",1.64612908986004e-169,-0.506149590312983,0.393,0.805,3.29225817972009e-166,"9","PLAAT4"
"MGST1.1",3.35752071908018e-169,-0.663776895577918,0.386,0.775,6.71504143816035e-166,"9","MGST1"
"HLA-DRB5",1.44128700898981e-167,-0.308880641253805,0.403,0.788,2.88257401797963e-164,"9","HLA-DRB5"
"LINC01094",5.42704210610388e-167,-0.42322436199323,0.475,0.814,1.08540842122078e-163,"9","LINC01094"
"PTX3",1.16234974409688e-166,-0.310260796305731,0.483,0.798,2.32469948819376e-163,"9","PTX3"
"CYBB",1.3346103581749e-166,-0.454952647327592,0.429,0.795,2.66922071634979e-163,"9","CYBB"
"AIF1",3.18925287315884e-166,-1.14046239074422,0.47,0.874,6.37850574631769e-163,"9","AIF1"
"SESN3",3.71798016258045e-166,-0.288486427631904,0.499,0.867,7.43596032516091e-163,"9","SESN3"
"MSR1",3.8207865111309e-165,-0.51007536125197,0.429,0.839,7.64157302226181e-162,"9","MSR1"
"THSD7A.1",1.44951748876409e-164,-0.341954373915073,0.291,0.744,2.89903497752818e-161,"9","THSD7A"
"NPC2",1.11086723459792e-162,-1.37983926455383,0.52,0.912,2.22173446919584e-159,"9","NPC2"
"MYLK.1",1.41592279385534e-161,-0.321217158935365,0.426,0.816,2.83184558771067e-158,"9","MYLK"
"CD68.1",2.51155896569752e-160,-0.376288918012282,0.392,0.775,5.02311793139503e-157,"9","CD68"
"PLA2G2A",2.46936790052201e-159,-0.697121119889728,0.539,0.855,4.93873580104402e-156,"9","PLA2G2A"
"SAMSN1",1.66950330620833e-157,-0.359116090553626,0.295,0.754,3.33900661241667e-154,"9","SAMSN1"
"HBA1",7.18184035100716e-156,0.744944810691522,0.452,0.841,1.43636807020143e-152,"9","HBA1"
"CA2",8.25168972953466e-155,-0.297345821571893,0.278,0.73,1.65033794590693e-151,"9","CA2"
"CDC42EP4.1",1.06945200767769e-153,-0.349495274055827,0.339,0.757,2.13890401535539e-150,"9","CDC42EP4"
"GSN",5.16364509300228e-152,-0.563461424719341,0.435,0.802,1.03272901860046e-148,"9","GSN"
"FCGRT",3.04424407797367e-151,-0.695952311870092,0.558,0.917,6.08848815594735e-148,"9","FCGRT"
"CTSS",5.62502068478233e-150,-0.426713505881005,0.417,0.776,1.12500413695647e-146,"9","CTSS"
"IFI35",1.15720226191084e-149,-0.29020964582567,0.408,0.781,2.31440452382167e-146,"9","IFI35"
"APOC2",4.55455033138236e-149,-1.4380085950584,0.457,0.848,9.10910066276472e-146,"9","APOC2"
"AQP1",1.54488776808726e-148,-0.409615021424075,0.458,0.785,3.08977553617452e-145,"9","AQP1"
"CXCL2.1",5.06335708953182e-147,-0.338234675931494,0.45,0.785,1.01267141790636e-143,"9","CXCL2"
"C1orf162",8.8296313934099e-147,-0.384904885919445,0.38,0.817,1.76592627868198e-143,"9","C1orf162"
"TYROBP",1.44518094055222e-145,-1.62718175194766,0.568,0.894,2.89036188110444e-142,"9","TYROBP"
"ADAP2.1",4.70175173497642e-145,-0.339407165620413,0.336,0.765,9.40350346995284e-142,"9","ADAP2"
"SOD2",2.28118266144993e-144,-1.51548179301994,0.701,0.962,4.56236532289986e-141,"9","SOD2"
"RGS1",7.49238772372234e-144,-1.15042613495902,0.463,0.836,1.49847754474447e-140,"9","RGS1"
"SLA",1.64287911239936e-143,-0.29308022416996,0.365,0.741,3.28575822479872e-140,"9","SLA"
"PYCARD",2.89020366490773e-143,-0.487950958536483,0.448,0.811,5.78040732981545e-140,"9","PYCARD"
"APOL2.2",8.31223499805564e-143,-0.285539116670129,0.454,0.8,1.66244699961113e-139,"9","APOL2"
"PLIN2",4.95633974428644e-142,-0.671572285723635,0.418,0.804,9.91267948857288e-139,"9","PLIN2"
"HLA-DPB1",9.2251597822531e-142,-0.860464888143933,0.439,0.795,1.84503195645062e-138,"9","HLA-DPB1"
"ANXA1",1.27001896090515e-141,-0.614769000292954,0.592,0.911,2.5400379218103e-138,"9","ANXA1"
"CD37",9.35092316835537e-141,-0.28582845277505,0.283,0.719,1.87018463367107e-137,"9","CD37"
"C1QB",1.11318592457158e-139,-2.26163243691169,0.503,0.905,2.22637184914317e-136,"9","C1QB"
"SLPI",3.04900577199697e-139,-0.63213541193549,0.414,0.767,6.09801154399393e-136,"9","SLPI"
"EPAS1.2",3.56356917403711e-139,-0.480784827805443,0.357,0.767,7.12713834807421e-136,"9","EPAS1"
"C1orf54",3.87411213139466e-139,-0.293565973084492,0.377,0.763,7.74822426278932e-136,"9","C1orf54"
"NMB",7.40615464325898e-139,-1.119606557939,0.664,0.925,1.4812309286518e-135,"9","NMB"
"GMFG",1.36403883210816e-136,-0.431185200075284,0.393,0.779,2.72807766421633e-133,"9","GMFG"
"LAPTM5",4.11654690988048e-136,-0.761546123837865,0.381,0.797,8.23309381976095e-133,"9","LAPTM5"
"SELENOP.1",7.45059686343964e-134,-0.824540452812092,0.433,0.74,1.49011937268793e-130,"9","SELENOP"
"SERPING1.1",2.70676739815175e-133,-0.348251410355713,0.474,0.827,5.41353479630349e-130,"9","SERPING1"
"ACTA2.1",8.87610419364532e-131,-0.258622017868321,0.345,0.717,1.77522083872906e-127,"9","ACTA2"
"EZR",5.15896418583032e-130,-0.401853764371502,0.41,0.795,1.03179283716606e-126,"9","EZR"
"TREM2.2",6.48257739156382e-130,-0.547405599324222,0.311,0.706,1.29651547831276e-126,"9","TREM2"
"CPVL",2.59449819737964e-129,-0.318773223109248,0.395,0.699,5.18899639475928e-126,"9","CPVL"
"STAB1",7.67841664007107e-129,-0.308514449369137,0.494,0.838,1.53568332801421e-125,"9","STAB1"
"CD53",8.20256392554107e-129,-0.273843202146029,0.33,0.715,1.64051278510821e-125,"9","CD53"
"PCED1B-AS1",1.32914898660278e-128,-0.346701135032643,0.436,0.798,2.65829797320557e-125,"9","PCED1B-AS1"
"TSC22D3",1.92594497712983e-127,-0.548816354644344,0.427,0.804,3.85188995425967e-124,"9","TSC22D3"
"C21orf62.1",1.39827228347626e-125,-0.332373589373685,0.443,0.847,2.79654456695251e-122,"9","C21orf62"
"PTPRC",1.24582656203648e-124,-0.528089691184503,0.391,0.762,2.49165312407297e-121,"9","PTPRC"
"WARS.1",5.67981598207932e-123,-0.349862882268615,0.477,0.819,1.13596319641586e-119,"9","WARS"
"SLC11A1",9.93607803634478e-123,-0.517912883023204,0.403,0.785,1.98721560726896e-119,"9","SLC11A1"
"GPR183",9.49468037612552e-122,-0.303120832558978,0.529,0.789,1.8989360752251e-118,"9","GPR183"
"RNASE6",1.4549316557928e-121,-0.270950466444753,0.456,0.784,2.90986331158559e-118,"9","RNASE6"
"TENT5A.1",1.12786214103677e-120,-0.330142730108866,0.434,0.848,2.25572428207354e-117,"9","TENT5A"
"S100A9",1.76211354385645e-120,-0.910206243603048,0.592,0.907,3.52422708771291e-117,"9","S100A9"
"SERPINA3.1",5.14963645354273e-120,-0.808432046086705,0.448,0.838,1.02992729070855e-116,"9","SERPINA3"
"PSMB9",6.79000411929235e-120,-0.509643647681671,0.477,0.832,1.35800082385847e-116,"9","PSMB9"
"PLTP",8.49469245033336e-120,-0.637379442889998,0.451,0.827,1.69893849006667e-116,"9","PLTP"
"FRMD4B.1",1.88860324490661e-117,-0.289668076685627,0.391,0.761,3.77720648981323e-114,"9","FRMD4B"
"CXCR4",4.15018545217975e-117,-0.380752830720311,0.368,0.701,8.30037090435949e-114,"9","CXCR4"
"CSRP2.1",7.07785894272272e-117,-0.887583995987999,0.646,0.918,1.41557178854454e-113,"9","CSRP2"
"MX1",4.50824721357443e-116,-0.262856042715967,0.403,0.731,9.01649442714886e-113,"9","MX1"
"CCDC80.1",9.03889902593815e-116,-0.4178112678806,0.5,0.894,1.80777980518763e-112,"9","CCDC80"
"LIX1",2.43048270501096e-115,-0.366197234705243,0.339,0.713,4.86096541002191e-112,"9","LIX1"
"GPR34.1",9.58610596659152e-114,-0.31437218087877,0.289,0.712,1.9172211933183e-110,"9","GPR34"
"FBXO32.1",1.73976536540897e-113,-0.51881065338931,0.581,0.845,3.47953073081795e-110,"9","FBXO32"
"SPI1",7.96844211542061e-112,-0.288090726055508,0.518,0.791,1.59368842308412e-108,"9","SPI1"
"C1QA",2.38311422846143e-110,-1.87627532303475,0.567,0.907,4.76622845692287e-107,"9","C1QA"
"DEPP1",3.84444497602654e-110,-0.563656816230681,0.461,0.744,7.68888995205307e-107,"9","DEPP1"
"MAF.1",2.35101377085918e-109,-0.352142494642691,0.369,0.703,4.70202754171836e-106,"9","MAF"
"CSRP1",3.80917843736153e-107,-0.302444426740979,0.405,0.781,7.61835687472305e-104,"9","CSRP1"
"TMEM176B",1.37352116268385e-106,-0.256395750645221,0.432,0.804,2.7470423253677e-103,"9","TMEM176B"
"RND3.1",5.95300994673532e-104,-0.492845140523312,0.459,0.742,1.19060198934707e-100,"9","RND3"
"ID4",7.01353237408807e-102,-0.3835327461988,0.468,0.837,1.40270647481761e-98,"9","ID4"
"MYL12A",1.41877773547172e-101,-0.477085264489488,0.561,0.901,2.83755547094344e-98,"9","MYL12A"
"RNASET2",2.33508222425884e-101,-1.08484304519617,0.592,0.878,4.67016444851769e-98,"9","RNASET2"
"LPAR6.1",4.86528047427994e-101,-0.361814499353019,0.358,0.702,9.73056094855988e-98,"9","LPAR6"
"TMIGD3.1",1.17133334932527e-100,-0.478961448444539,0.488,0.825,2.34266669865054e-97,"9","TMIGD3"
"SLCO2B1",2.88444442533964e-100,-0.292564931246229,0.489,0.776,5.76888885067929e-97,"9","SLCO2B1"
"ARHGDIB",8.7181746222385e-100,-0.459804544410463,0.392,0.75,1.7436349244477e-96,"9","ARHGDIB"
"IER3.2",4.92067522175015e-99,-0.488248646094934,0.327,0.665,9.84135044350029e-96,"9","IER3"
"FCGR2A",1.02208071694777e-98,-0.336330683758535,0.419,0.73,2.04416143389554e-95,"9","FCGR2A"
"IFI6",1.22926611171832e-98,-0.879748962164753,0.507,0.773,2.45853222343664e-95,"9","IFI6"
"COL6A2.1",1.45194172816765e-97,-0.361439369511005,0.355,0.724,2.90388345633529e-94,"9","COL6A2"
"SLC2A1",2.47662692224718e-97,-0.263072389099359,0.395,0.732,4.95325384449436e-94,"9","SLC2A1"
"DUSP1.1",4.84750799451769e-96,-0.894383328825494,0.262,0.702,9.69501598903538e-93,"9","DUSP1"
"CD74",8.16359847623947e-94,-1.2956311683819,0.494,0.803,1.63271969524789e-90,"9","CD74"
"MT1X",1.02649933495934e-92,-1.90057458629855,0.602,0.899,2.05299866991868e-89,"9","MT1X"
"MBP.1",1.49569901995562e-89,-0.753694610448832,0.379,0.752,2.99139803991124e-86,"9","MBP"
"IL1B",7.1398855846287e-89,-0.281374684547887,0.325,0.698,1.42797711692574e-85,"9","IL1B"
"PLEK",3.01344899529175e-86,-0.282626176426881,0.349,0.68,6.0268979905835e-83,"9","PLEK"
"TYMP",3.36573485202383e-85,-0.543366459167804,0.525,0.812,6.73146970404765e-82,"9","TYMP"
"ERO1A",4.69014939932767e-84,-0.266625321925584,0.397,0.726,9.38029879865534e-81,"9","ERO1A"
"CCL3",2.11560841822365e-83,-1.88879821218826,0.514,0.773,4.2312168364473e-80,"9","CCL3"
"PSME2",5.09945260760285e-83,-0.487417444351655,0.615,0.904,1.01989052152057e-79,"9","PSME2"
"LY96",8.55508220077559e-83,-0.263390096856743,0.388,0.753,1.71101644015512e-79,"9","LY96"
"NDRG1",1.35746875914604e-80,-0.626741804903107,0.476,0.779,2.71493751829208e-77,"9","NDRG1"
"ISG15",3.30712142909852e-80,-0.837247957909568,0.481,0.779,6.61424285819704e-77,"9","ISG15"
"LST1",1.41912356960503e-79,-0.482536108798491,0.399,0.742,2.83824713921005e-76,"9","LST1"
"STAT1",3.91133586564955e-79,-0.314317794191239,0.454,0.766,7.82267173129911e-76,"9","STAT1"
"F3.1",1.06050884005174e-78,-0.455809577262429,0.619,0.891,2.12101768010348e-75,"9","F3"
"A2M.1",1.23614243499279e-77,-0.31715892577177,0.404,0.741,2.47228486998558e-74,"9","A2M"
"SERPINE1.1",1.24096614698258e-77,-0.293283897361492,0.399,0.724,2.48193229396517e-74,"9","SERPINE1"
"TMEM100",4.0356681145808e-77,-0.291397866459859,0.474,0.808,8.07133622916159e-74,"9","TMEM100"
"FYB1",7.26381296733793e-77,-0.587375355294492,0.389,0.712,1.45276259346759e-73,"9","FYB1"
"APOC1",1.16501664311567e-74,-1.25895492117975,0.469,0.759,2.33003328623135e-71,"9","APOC1"
"CD82.1",5.38355756894335e-74,-0.293339862357305,0.46,0.753,1.07671151378867e-70,"9","CD82"
"TAP1",5.39516055541407e-74,-0.328790708388757,0.442,0.726,1.07903211108281e-70,"9","TAP1"
"RGS10",1.60724294446106e-73,-0.600991650834009,0.445,0.751,3.21448588892213e-70,"9","RGS10"
"HCST",2.86062837049706e-73,-0.511696343112141,0.458,0.733,5.72125674099411e-70,"9","HCST"
"HBA2",1.94007130061573e-72,0.993145186682915,0.526,0.877,3.88014260123146e-69,"9","HBA2"
"MGLL",4.39211214773838e-70,-0.269396610452576,0.36,0.703,8.78422429547676e-67,"9","MGLL"
"NINJ1",8.93322469593552e-70,-0.429993261344061,0.376,0.681,1.7866449391871e-66,"9","NINJ1"
"LPCAT2",1.47099331063564e-68,-0.251528606353033,0.335,0.659,2.94198662127127e-65,"9","LPCAT2"
"RNF19A.1",1.58155341022857e-68,-0.386719290661368,0.505,0.886,3.16310682045714e-65,"9","RNF19A"
"VSIR",4.18756814022148e-68,-0.271581197861979,0.258,0.631,8.37513628044297e-65,"9","VSIR"
"GLRX",1.13884293607322e-67,-0.367875687224786,0.595,0.86,2.27768587214645e-64,"9","GLRX"
"EVI2B",1.16335246609372e-67,-0.250455470612321,0.386,0.688,2.32670493218744e-64,"9","EVI2B"
"CDK1",7.3453508251133e-67,-0.349416402793083,0.384,0.728,1.46907016502266e-63,"9","CDK1"
"MT1E",7.80293053144632e-67,-0.402420262499806,0.346,0.686,1.56058610628926e-63,"9","MT1E"
"PLP2",2.96136401156511e-66,-0.312287930879832,0.399,0.719,5.92272802313022e-63,"9","PLP2"
"IRF1.1",3.48412173852955e-65,-0.387439278142921,0.434,0.714,6.9682434770591e-62,"9","IRF1"
"HLA-DQB1",3.87121109019121e-65,-0.445629509442949,0.394,0.681,7.74242218038242e-62,"9","HLA-DQB1"
"HSPA6",7.34588451766853e-65,-0.409098091131802,0.361,0.657,1.46917690353371e-61,"9","HSPA6"
"HCLS1",4.51462154056944e-64,-0.349277741570583,0.412,0.711,9.02924308113888e-61,"9","HCLS1"
"RNASE1.2",3.77725264699079e-63,-0.383441010215787,0.234,0.587,7.55450529398158e-60,"9","RNASE1"
"HLA-DRA",9.37555652185762e-63,-0.673087364067037,0.601,0.866,1.87511130437152e-59,"9","HLA-DRA"
"S100A16.1",4.90870414797092e-59,-0.543392702273865,0.642,0.916,9.81740829594184e-56,"9","S100A16"
"GADD45B",1.04331206175506e-58,-0.436986745403412,0.52,0.811,2.08662412351012e-55,"9","GADD45B"
"MKI67.1",3.03047061383196e-57,-0.481065308906638,0.407,0.716,6.06094122766392e-54,"9","MKI67"
"CORO1A.1",6.30119219247091e-55,-0.375708911261576,0.321,0.649,1.26023843849418e-51,"9","CORO1A"
"AHCYL1.1",7.42868494449319e-54,-0.348654611808074,0.551,0.854,1.48573698889864e-50,"9","AHCYL1"
"CCL4L2",6.22033228253221e-52,-0.552243741544246,0.378,0.66,1.24406645650644e-48,"9","CCL4L2"
"HLA-DMB",7.92008227844769e-52,-0.308832481250896,0.468,0.729,1.58401645568954e-48,"9","HLA-DMB"
"ALPK2",4.36191946955326e-51,0.289787681319373,0.385,0.742,8.72383893910651e-48,"9","ALPK2"
"PRC1.1",1.87258401797603e-48,-0.350662602220382,0.369,0.668,3.74516803595206e-45,"9","PRC1"
"PCLAF.1",1.82034222373869e-47,-0.463446872028626,0.448,0.714,3.64068444747738e-44,"9","PCLAF"
"ZFP36",3.0446417424304e-47,-0.300726243013758,0.504,0.783,6.08928348486079e-44,"9","ZFP36"
"NUSAP1.1",9.20736633674582e-46,-0.530003745237913,0.386,0.68,1.84147326734916e-42,"9","NUSAP1"
"CEBPB",3.87325404715053e-44,-0.274288658808016,0.267,0.578,7.74650809430105e-41,"9","CEBPB"
"CENPF.2",3.60895616826294e-36,-0.560117032459094,0.351,0.624,7.21791233652588e-33,"9","CENPF"
"HIST1H1C",4.0618894504035e-35,-0.305555501340723,0.372,0.66,8.123778900807e-32,"9","HIST1H1C"
"FILIP1L",6.66109645660413e-31,0.289406928547898,0.486,0.819,1.33221929132082e-27,"9","FILIP1L"
"PXDN",5.54027528996763e-27,0.301312735915647,0.394,0.732,1.10805505799353e-23,"9","PXDN"
"PRRX1.1",1.16007127364362e-26,0.251096105753793,0.457,0.834,2.32014254728725e-23,"9","PRRX1"
"TNFAIP6.1",8.14956875515649e-24,0.315806225335849,0.567,0.826,1.6299137510313e-20,"9","TNFAIP6"
"MEF2C.1",2.99881715805433e-23,-0.438273823221848,0.331,0.593,5.99763431610866e-20,"9","MEF2C"
"DOK5.1",1.38654987558437e-18,0.289712422796356,0.545,0.815,2.77309975116874e-15,"9","DOK5"
"PRSS23.1",3.49261454521825e-17,0.263336692437427,0.53,0.787,6.9852290904365e-14,"9","PRSS23"
"LZTS1.1",4.01723126225955e-15,0.479747090021728,0.484,0.793,8.0344625245191e-12,"9","LZTS1"
"FHL2",1.01006478288426e-14,0.296426814104898,0.52,0.793,2.02012956576852e-11,"9","FHL2"
"DIRAS3",3.51045840738757e-12,0.496530263841063,0.516,0.774,7.02091681477515e-09,"9","DIRAS3"
"RPE65",1.50519759984802e-09,0.300654166507749,0.492,0.781,3.01039519969605e-06,"9","RPE65"
"COL5A2.1",8.671714062352e-09,0.508394321400571,0.59,0.873,1.7343428124704e-05,"9","COL5A2"
"CDH19",0.000176557897938564,0.68982594803232,0.499,0.771,0.353115795877127,"9","CDH19"
"APOD.1",0,1.6504198505062,0.958,0.634,0,"10","APOD"
"PLP1.2",0,1.50300680566958,0.939,0.554,0,"10","PLP1"
"CLDN11.1",0,1.33621364901725,0.937,0.506,0,"10","CLDN11"
"TF.1",0,1.3224068154375,0.93,0.471,0,"10","TF"
"UGT8.2",0,1.3070981505504,0.915,0.551,0,"10","UGT8"
"MAG.1",0,0.933509701131381,0.939,0.589,0,"10","MAG"
"MOBP.1",0,0.777455553882335,0.947,0.576,0,"10","MOBP"
"ABCA2.1",0,0.757574843674473,0.902,0.534,0,"10","ABCA2"
"SLC24A2.1",0,0.708409399565996,0.902,0.4,0,"10","SLC24A2"
"EDIL3.2",0,0.699724110765404,0.928,0.488,0,"10","EDIL3"
